City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Christchurch,NZ,-43.53,172.63,53.01,93,80,4.7,broken clouds
342,Alice Springs,AU,-23.7,133.88,44.6,42,0,5.1,clear sky
343,Daru,PG,-9.08,143.21,75.54,77,100,12.91,overcast clouds
344,Kosonsoy,UZ,41.26,71.55,75.2,38,0,6.93,clear sky
345,Uvarovka,RU,55.53,35.61,58.32,87,100,6.49,overcast clouds
346,Khani,GE,41.96,42.96,64.4,93,75,5.82,broken clouds
347,San Juan De Los Morros,VE,9.91,-67.35,78.58,84,38,2.24,light rain
348,Malampaka,TZ,-3.13,33.53,69.35,46,10,6.71,clear sky
349,Severo-Yeniseyskiy,RU,60.37,93.04,46.54,94,67,2.89,broken clouds
350,Ugoofaaru,MV,5.67,73.0,83.25,71,82,6.29,light rain
351,Burnie,AU,-41.07,145.92,41.0,73,85,8.99,overcast clouds
352,Kudahuvadhoo,MV,2.67,72.89,83.08,70,100,4.68,light rain
353,Clyde River,CA,70.47,-68.59,43.5,83,100,5.21,overcast clouds
354,Bima,ID,-8.47,118.72,71.83,87,8,3.56,clear sky
355,Brigantine,US,39.41,-74.36,82.4,74,40,12.75,scattered clouds
356,Meghri,AM,38.9,46.24,58.66,65,78,4.23,broken clouds
357,Jieshi,CN,22.81,115.83,81.79,79,85,5.99,overcast clouds
358,Ancud,CL,-41.87,-73.82,51.01,93,90,10.29,overcast clouds
359,Lagoa,PT,39.05,-27.98,73.29,90,0,15.14,clear sky
360,Mragowo,PL,53.86,21.31,62.6,77,21,3.36,few clouds
361,Aracati,BR,-4.56,-37.77,77.99,72,89,15.39,overcast clouds
362,Fenoarivo,MG,-18.93,47.44,51.8,93,20,5.82,few clouds
363,Goure,NE,13.98,10.27,86.43,47,96,9.4,overcast clouds
364,Kingman,US,35.19,-114.05,102.99,30,40,11.41,scattered clouds
365,Shelburne,CA,44.08,-80.2,89.6,40,20,13.87,few clouds
366,Salta,AR,-24.79,-65.41,68.0,16,75,8.05,broken clouds
367,Jimenez,MX,28.33,-105.4,93.2,17,40,14.99,scattered clouds
368,Were Ilu,ET,10.6,39.43,52.63,89,15,1.5,light rain
369,Kuching,MY,1.55,110.33,78.8,94,40,2.24,thunderstorm
370,Weihe,CN,33.0,105.32,58.33,74,100,7.67,overcast clouds
371,Rrogozhine,AL,41.08,19.67,75.2,83,15,2.24,few clouds
372,Half Moon Bay,US,37.46,-122.43,80.01,60,40,6.93,smoke
373,Vredefort,ZA,-27.01,27.36,53.37,42,0,2.91,clear sky
374,Muroto,JP,33.28,134.15,81.25,77,0,7.92,clear sky
375,Pevek,RU,69.7,170.31,37.44,95,100,3.69,overcast clouds
376,Talavera,PH,15.62,120.93,75.47,92,89,1.28,overcast clouds
377,Aliquippa,US,40.64,-80.24,87.8,48,40,9.17,scattered clouds
378,Nenjiang,CN,49.18,125.22,59.81,92,98,5.48,overcast clouds
379,Opuwo,NA,-18.06,13.84,60.33,33,3,4.59,clear sky
380,Imbituba,BR,-28.24,-48.67,62.6,82,75,3.36,broken clouds
381,Gat,IL,31.61,34.76,82.0,33,0,1.01,clear sky
382,Grandola,PT,38.18,-8.57,64.99,86,28,10.0,scattered clouds
383,Beringovskiy,RU,63.05,179.32,53.74,79,36,2.33,scattered clouds
384,Rawson,AR,-43.3,-65.1,63.14,30,86,9.28,overcast clouds
385,Soto La Marina,MX,23.77,-98.22,91.0,68,18,8.01,few clouds
386,Sambava,MG,-14.27,50.17,69.44,84,84,11.65,light rain
387,Qurayyat,SA,31.33,37.34,82.4,42,0,20.8,clear sky
388,Mehamn,NO,71.04,27.85,57.2,87,40,3.36,scattered clouds
389,Ashford,GB,51.15,0.87,63.0,67,100,4.0,overcast clouds
390,Harriston,CA,43.9,-80.88,84.99,57,12,10.0,light rain
391,Sisimiut,GL,66.94,-53.67,46.76,78,3,4.21,clear sky
392,Miyako,JP,39.64,141.95,72.34,89,97,3.56,overcast clouds
393,Nuuk,GL,64.18,-51.72,41.0,93,90,4.7,overcast clouds
394,Nagato,JP,34.38,131.2,78.8,88,20,1.12,few clouds
395,Kodinsk,RU,58.69,99.18,51.93,90,6,1.54,clear sky
396,Casper,US,42.87,-106.31,97.0,11,1,9.17,clear sky
397,Suzuka,JP,34.88,136.58,77.0,83,20,5.82,few clouds
398,Ciudad Bolivar,VE,8.12,-63.55,84.69,70,93,5.19,light rain
399,Berlevag,NO,70.86,29.09,59.0,87,40,3.36,scattered clouds
400,Nemuro,JP,43.32,145.57,63.97,94,7,7.18,clear sky
401,Rurrenabaque,BO,-14.44,-67.53,80.65,44,0,1.81,clear sky
402,Sakaiminato,JP,35.55,133.23,73.4,100,40,4.7,scattered clouds
403,Ganzhou,CN,28.82,115.43,79.48,81,0,1.97,clear sky
404,Tura,IN,25.52,90.22,74.01,95,1,4.05,clear sky
405,Chardara,KZ,41.25,67.97,79.09,30,45,3.04,scattered clouds
406,Mae Sai,TH,20.43,99.88,75.2,100,75,0.45,broken clouds
407,Malaya Serdoba,RU,52.47,44.95,56.44,72,0,2.59,clear sky
408,Agirish,RU,61.92,63.02,48.07,94,1,5.17,clear sky
409,Manado,ID,1.49,124.85,75.2,83,20,1.12,few clouds
410,Najran,SA,17.49,44.13,89.6,18,100,4.7,overcast clouds
411,Rudbar,AF,30.15,62.6,90.73,39,0,12.28,clear sky
412,Great Yarmouth,GB,52.61,1.73,61.0,98,100,14.12,overcast clouds
413,North Bend,US,43.41,-124.22,82.0,72,20,12.75,few clouds
414,Kununurra,AU,-15.77,128.73,60.8,32,0,1.12,clear sky
415,Hambantota,LK,6.12,81.12,78.94,84,20,10.67,few clouds
416,Birao,CF,10.28,22.79,71.19,93,97,2.71,overcast clouds
417,Paka,MY,4.64,103.44,75.2,94,25,3.18,scattered clouds
418,Ternate,ID,0.8,127.4,79.12,81,55,1.48,light rain
419,Fez,MA,34.04,-5.0,86.0,35,3,9.17,clear sky
420,Hede,CN,33.77,120.25,74.39,95,0,6.82,clear sky
421,Bom Jardim,BR,-7.8,-35.59,78.8,57,20,17.22,few clouds
422,Bonthe,SL,7.53,-12.51,77.22,88,100,12.28,moderate rain
423,Vaitape,PF,-16.52,-151.75,77.47,77,17,19.55,few clouds
424,Darhan,MN,49.49,105.92,53.51,86,35,2.68,scattered clouds
425,Haapiti,PF,-17.57,-149.87,80.6,65,75,5.82,broken clouds
426,Samus,RU,56.75,84.7,55.0,88,2,3.78,clear sky
427,Youghal,IE,51.95,-7.85,59.0,100,75,6.93,broken clouds
428,Dingle,PH,11.0,122.67,76.1,88,76,1.43,broken clouds
429,Meulaboh,ID,4.14,96.13,76.96,85,100,4.61,overcast clouds
430,Abu Samrah,SY,35.3,37.18,71.64,38,0,5.35,clear sky
431,Vitim,RU,59.45,112.56,47.86,73,0,4.65,clear sky
432,Kijang,KR,35.24,129.21,75.2,83,36,4.7,scattered clouds
433,Sabang,ID,5.89,95.32,83.52,70,46,6.33,scattered clouds
434,Tiarei,PF,-17.53,-149.33,80.6,65,75,5.82,broken clouds
435,Henties Bay,NA,-22.12,14.28,55.99,88,0,5.99,clear sky
436,Balgazyn,RU,51.0,95.2,49.23,70,92,1.3,overcast clouds
437,Santa,PH,17.49,120.43,76.8,83,84,4.88,broken clouds
438,Nizwa,OM,22.93,57.53,85.62,55,100,4.88,overcast clouds
439,Majene,ID,-3.54,118.97,75.56,82,2,7.78,clear sky
440,Mareeba,AU,-17.0,145.43,59.0,72,47,4.7,scattered clouds
441,Seddon,AU,-37.81,144.89,46.0,93,90,10.29,overcast clouds
442,Tigil,RU,57.8,158.67,46.62,83,70,7.56,broken clouds
443,Bandar-E Lengeh,IR,26.56,54.88,88.29,80,0,15.28,clear sky
444,Novobirilyussy,RU,56.95,90.67,53.35,97,98,1.95,light rain
445,Santa Margherita Ligure,IT,44.33,9.21,75.99,79,3,1.99,clear sky
446,Umm Lajj,SA,25.02,37.27,83.07,60,0,1.86,clear sky
447,Safaga,EG,26.73,33.94,87.8,40,0,1.95,clear sky
448,Zhangye,CN,38.93,100.45,68.0,38,0,6.2,clear sky
449,Carballo,ES,43.21,-8.69,66.99,82,0,5.82,clear sky
450,Yulara,AU,-25.24,130.99,53.6,41,0,5.82,clear sky
451,Vardo,NO,70.37,31.11,55.4,93,97,17.22,overcast clouds
452,Kruisfontein,ZA,-34.0,24.73,55.99,84,100,1.01,overcast clouds
453,Kirakira,SB,-10.45,161.92,81.25,78,100,7.49,moderate rain
454,Touros,BR,-5.2,-35.46,78.8,65,20,12.75,few clouds
455,Ovre Ardal,NO,61.32,7.8,46.4,70,40,38.03,shower rain
456,San Policarpo,PH,12.18,125.51,79.21,82,0,6.2,clear sky
457,Labytnangi,RU,66.66,66.42,51.85,84,81,4.29,broken clouds
458,Mokhsogollokh,RU,61.47,128.92,41.72,79,23,3.69,few clouds
459,Swan Hill,AU,-35.34,143.55,34.16,94,0,5.95,clear sky
460,Moose Factory,CA,51.26,-80.61,57.2,71,1,12.75,clear sky
461,Kuruman,ZA,-27.45,23.43,53.01,57,0,3.87,clear sky
462,Chalmette,US,29.94,-89.96,86.0,79,75,12.75,broken clouds
463,Houma,US,29.6,-90.72,84.2,74,40,12.75,scattered clouds
464,Aflao,TG,6.12,1.19,75.2,88,20,10.29,few clouds
465,Aitape,PG,-3.14,142.35,76.44,82,100,2.59,light rain
466,Belaya Gora,RU,68.53,146.42,36.73,81,97,8.5,overcast clouds
467,Belyy Yar,RU,53.6,91.39,59.0,72,84,6.71,broken clouds
468,Zandvoort,NL,52.37,4.53,61.0,87,20,5.82,few clouds
469,Payson,US,40.04,-111.73,95.0,16,1,5.82,clear sky
470,Heyang,CN,26.1,107.47,68.74,94,22,3.04,few clouds
471,Vagur,FO,61.47,-6.81,50.13,75,23,14.67,few clouds
472,Farmington,US,36.73,-108.22,97.0,14,1,4.7,clear sky
473,Klaksvik,FO,62.23,-6.59,46.4,81,73,8.05,broken clouds
474,Missoula,US,47.02,-113.8,87.01,28,1,7.94,clear sky
475,Neyshabur,IR,36.21,58.8,73.4,37,0,0.58,clear sky
476,Svetlogorsk,BY,52.63,29.73,63.95,98,96,1.61,moderate rain
477,Hualmay,PE,-11.1,-77.61,65.03,69,6,8.46,clear sky
478,Tabuk,PH,17.42,121.44,73.11,81,61,2.46,broken clouds
479,Gazli,UZ,40.13,63.45,82.45,27,45,15.01,scattered clouds
480,Korhogo,CI,9.45,-5.63,72.48,93,12,4.14,light rain
481,Comodoro Rivadavia,AR,-45.87,-67.5,50.0,71,40,5.82,scattered clouds
482,Florianopolis,BR,-27.61,-48.5,64.0,82,75,3.36,broken clouds
483,San Jose,US,37.34,-121.89,95.0,51,90,10.29,smoke
484,Kankakee,US,41.15,-87.87,84.99,70,40,4.7,moderate rain
485,Nelson Bay,AU,-32.72,152.15,50.0,66,0,19.46,clear sky
486,Matamoros,MX,25.53,-103.25,90.0,24,75,4.7,broken clouds
487,Cotonou,BJ,6.37,2.42,75.2,94,20,10.29,few clouds
488,Beyneu,KZ,45.32,55.2,69.04,49,100,10.8,overcast clouds
489,Antofagasta,CL,-23.65,-70.4,59.0,72,20,9.17,few clouds
490,Qaqortoq,GL,60.72,-46.03,55.4,62,0,11.41,clear sky
491,Trinidad,BO,-14.83,-64.9,78.8,50,0,3.36,clear sky
492,Mecca,SA,21.43,39.83,91.54,28,0,4.59,clear sky
493,Ako,JP,34.75,134.4,75.99,94,0,1.01,clear sky
494,Nantucket,US,41.28,-70.1,75.0,94,90,11.41,fog
495,Faya,SA,18.39,42.45,71.6,83,59,2.28,broken clouds
496,Boa Vista,BR,2.82,-60.67,82.4,65,40,13.87,scattered clouds
497,Nyurba,RU,63.28,118.33,39.13,86,0,3.44,clear sky
498,Grants Pass,US,42.44,-123.33,86.0,28,1,3.36,clear sky
499,Soyo,AO,-6.13,12.37,73.24,91,40,6.31,scattered clouds
500,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,50.0,100,40,2.24,light intensity shower rain
501,Laguna,US,38.42,-121.42,96.01,13,90,9.17,haze
502,The Valley,AI,18.22,-63.06,87.8,70,40,13.87,scattered clouds
503,Orsha,BY,54.52,30.41,63.68,97,100,6.26,heavy intensity rain
504,Singkang,MY,2.1,102.8,75.2,88,20,1.39,few clouds
505,Bundaberg,AU,-24.85,152.35,52.0,42,0,5.82,clear sky
506,Sawtell,AU,-30.38,153.1,41.0,60,0,5.82,clear sky
507,Pacifica,US,37.61,-122.49,69.8,64,75,14.99,smoke
508,Mercedes,AR,-34.65,-59.43,69.01,40,5,4.0,clear sky
509,Tomatlan,MX,19.93,-105.25,89.47,65,58,9.17,light rain
510,Glenluce,GB,54.88,-4.81,53.01,92,47,3.0,scattered clouds
511,Tsiroanomandidy,MG,-18.77,46.03,61.68,61,0,4.14,clear sky
512,Rio Negro,BR,-26.11,-49.8,46.99,91,48,1.01,scattered clouds
513,Susacon,CO,6.23,-72.69,62.55,72,89,1.23,moderate rain
514,Huanren,CN,41.26,125.37,62.73,91,100,3.78,overcast clouds
515,Champerico,GT,14.3,-91.92,86.0,66,75,6.93,broken clouds
516,Porirua,NZ,-41.13,174.85,54.0,78,95,5.99,light rain
517,Constitucion,CL,-35.33,-72.42,53.11,75,100,17.92,overcast clouds
518,Byron Bay,AU,-28.65,153.62,51.01,57,0,8.05,clear sky
519,George,ZA,-33.96,22.46,57.2,87,100,2.24,overcast clouds
520,Bambanglipuro,ID,-7.95,110.28,72.79,90,13,3.69,few clouds
521,Yeppoon,AU,-23.13,150.73,42.8,75,0,4.94,clear sky
522,Torbay,CA,47.67,-52.73,66.2,68,75,6.93,broken clouds
523,Erzin,TR,36.96,36.2,82.99,60,0,1.95,clear sky
524,Nefteyugansk,RU,61.1,72.6,53.6,100,59,4.47,broken clouds
525,Kamenka,RU,51.32,42.77,55.99,73,0,3.4,clear sky
526,Wajir,KE,1.75,40.06,76.44,60,94,18.57,overcast clouds
527,Batagay,RU,67.63,134.63,36.81,90,46,3.4,scattered clouds
528,Illapel,CL,-31.63,-71.17,58.21,56,8,8.1,clear sky
529,Zhigansk,RU,66.77,123.37,39.34,91,6,15.61,clear sky
530,Luau,AO,-10.71,22.22,66.38,33,18,2.06,few clouds
531,Mus,TR,39.0,41.75,59.58,49,0,6.44,clear sky
532,Sonqor,IR,34.78,47.6,69.8,28,0,9.17,clear sky
533,Tazovskiy,RU,67.47,78.7,52.5,97,100,9.46,light rain
534,Savannah Bight,HN,16.45,-85.85,84.43,77,100,10.74,overcast clouds
535,Takhtamygda,RU,54.1,123.57,51.66,94,100,5.37,moderate rain
536,Mayo,US,38.89,-76.51,91.0,79,20,11.41,few clouds
537,Awjilah,LY,29.11,21.29,79.07,57,0,18.81,clear sky
538,Victor Harbor,AU,-35.57,138.62,41.0,91,78,5.66,broken clouds
539,Cativa,PA,9.36,-79.84,82.0,78,100,7.0,light rain
540,Assiniboia,CA,49.63,-105.98,80.87,21,0,7.52,clear sky
541,Eguia,PH,15.91,119.89,79.47,83,98,4.97,overcast clouds
542,Avera,US,33.19,-82.53,81.0,100,75,5.82,broken clouds
543,Vilhena,BR,-12.74,-60.15,87.8,35,19,3.36,few clouds
544,Mildura,AU,-34.2,142.15,36.0,100,0,4.7,clear sky
545,Bubaque,GW,11.28,-15.83,80.78,83,97,12.21,overcast clouds
546,Dabola,GN,10.75,-11.12,73.09,86,100,0.27,moderate rain
547,Jeremie,HT,18.65,-74.12,77.31,87,100,13.49,heavy intensity rain
548,Placido De Castro,BR,-10.34,-67.19,88.92,30,0,3.36,clear sky
549,Muzhi,RU,65.37,64.67,51.03,81,84,5.37,broken clouds
550,Okahandja,NA,-21.98,16.92,62.6,23,0,3.36,clear sky
551,Te Anau,NZ,-45.42,167.72,40.6,84,97,0.98,overcast clouds
552,Noumea,NC,-22.28,166.46,73.0,94,90,2.24,overcast clouds
553,Scarborough,GB,54.28,-0.4,57.99,84,41,4.0,scattered clouds
554,San-Pedro,CI,4.75,-6.64,74.55,88,100,7.56,overcast clouds
555,Sechura,PE,-5.56,-80.82,74.23,48,6,16.11,clear sky
556,Vostochnyy,RU,55.82,37.87,64.4,59,100,8.95,overcast clouds
557,Ranong,TH,9.97,98.63,79.21,74,100,3.29,overcast clouds
558,Huancayo,PE,-12.07,-75.23,64.33,37,50,10.94,scattered clouds
559,Chumikan,RU,54.72,135.31,54.12,64,25,4.63,scattered clouds
560,Pundaguitan,PH,6.37,126.17,82.47,71,35,0.69,scattered clouds
561,Revda,RU,56.8,59.93,42.8,100,75,4.45,fog
562,Nairobi,KE,-1.28,36.82,64.4,77,82,8.14,broken clouds
563,Pangkalanbuun,ID,-2.68,111.62,73.6,91,2,1.23,clear sky
564,Manzhouli,CN,49.6,117.43,56.03,88,61,5.26,broken clouds
565,Omachi,JP,36.5,137.87,73.99,90,0,2.59,clear sky
566,Codrington,AU,-38.27,141.97,41.04,79,73,6.73,broken clouds
567,Igrim,RU,63.19,64.42,53.1,86,79,7.16,broken clouds
568,Leningradskiy,RU,69.38,178.42,44.44,86,97,12.8,overcast clouds
569,Yima,CN,34.74,111.88,73.0,1,100,14.52,overcast clouds
570,Sterling,US,39.01,-77.43,90.0,52,40,10.29,scattered clouds
571,Valcourt,CA,45.5,-72.32,78.8,78,75,3.36,broken clouds
572,Hudson Bay,CA,52.85,-102.38,74.41,46,2,14.63,clear sky
573,Honiara,SB,-9.43,159.95,73.4,100,90,4.7,overcast clouds
574,Koforidua,GH,6.09,-0.26,77.0,83,55,12.75,broken clouds
575,Kenora,CA,49.82,-94.43,73.4,69,75,5.82,broken clouds
576,Mae Hong Son,TH,19.3,97.97,73.78,88,100,1.61,overcast clouds
577,Kongolo,CD,-5.38,27.0,83.32,38,92,2.51,overcast clouds
578,Glasgow,GB,55.87,-4.26,54.0,81,93,3.36,overcast clouds
579,Bathsheba,BB,13.22,-59.52,84.2,70,40,12.75,scattered clouds
580,Samarai,PG,-10.62,150.67,75.69,75,100,14.45,overcast clouds
581,Guane,CU,22.2,-84.09,89.92,55,9,6.26,clear sky
582,Hofn,IS,64.25,-15.21,50.43,78,100,8.5,light rain
583,Itapirapua,BR,-15.82,-50.61,87.78,30,8,10.0,clear sky
584,Lagunas,PE,-5.23,-75.68,87.31,44,16,2.17,few clouds
585,Saint Anthony,US,45.02,-93.22,91.99,43,1,3.36,clear sky
586,Galveston,US,29.37,-94.97,93.2,49,20,17.22,few clouds
587,Camacha,PT,33.08,-16.33,73.4,78,40,16.11,scattered clouds
588,Sucua,EC,-2.47,-78.17,71.6,68,40,8.05,scattered clouds
589,Houston,US,29.76,-95.36,96.01,41,1,8.05,clear sky
590,Paeroa,NZ,-37.37,175.67,59.0,77,86,10.0,light rain
591,Brae,GB,60.4,-1.35,50.0,81,82,13.87,light rain
592,Lumby,CA,50.25,-118.97,79.0,33,100,1.01,overcast clouds
593,Vagay,RU,57.94,69.02,50.94,92,78,6.2,broken clouds
594,Azare,NG,11.68,10.19,73.44,86,100,9.37,overcast clouds
595,Baykit,RU,61.67,96.37,50.92,87,0,2.13,clear sky
596,Netolice,CZ,49.05,14.2,59.0,90,3,6.82,clear sky
597,Gallup,US,35.53,-108.74,91.4,13,1,6.93,clear sky
598,Preobrazheniye,RU,42.9,133.91,66.34,90,82,2.48,broken clouds
599,Pangoa,PE,-12.12,-73.0,78.39,51,0,3.56,clear sky
600,Celestun,MX,20.87,-90.4,86.41,68,50,11.92,scattered clouds
601,Gawler,AU,-34.6,138.73,42.01,93,52,5.01,broken clouds
602,Kuminskiy,RU,58.67,66.57,50.7,93,86,6.24,overcast clouds
603,Sur,OM,22.57,59.53,80.38,75,45,7.47,scattered clouds
604,Sao Paulo De Olivenca,BR,-3.38,-68.87,87.06,44,0,0.87,clear sky
605,Aloleng,PH,16.13,119.78,81.46,82,100,7.4,overcast clouds
606,Obo,CF,5.4,26.49,67.3,97,100,2.73,overcast clouds
607,Zubova Polyana,RU,54.08,42.84,57.29,71,27,3.58,scattered clouds
608,Quang Ngai,VN,15.12,108.8,76.32,85,100,5.48,overcast clouds
609,Talcahuano,CL,-36.72,-73.12,55.4,76,90,28.86,shower rain
610,Srandakan,ID,-7.94,110.25,72.84,90,8,3.65,clear sky
611,Anzhero-Sudzhensk,RU,56.08,86.03,51.8,93,36,2.24,scattered clouds
612,Ambanja,MG,-13.68,48.45,70.29,77,85,2.86,overcast clouds
613,Davila,PH,18.47,120.58,81.03,76,59,17.29,broken clouds
614,Melito Di Porto Salvo,IT,37.92,15.77,80.6,69,0,11.41,clear sky
615,Lake Havasu City,US,34.48,-114.32,109.4,17,1,3.36,clear sky
616,Matara,LK,5.95,80.54,77.41,87,8,4.79,clear sky
617,Belgatoy,RU,43.19,45.83,62.6,82,78,4.47,broken clouds
618,Puerto Colombia,CO,10.99,-74.95,82.4,83,75,3.36,broken clouds
619,Verkhnetulomskiy,RU,68.61,31.8,59.0,93,75,2.24,light intensity shower rain
620,Alofi,NU,-19.06,-169.92,78.8,74,40,12.75,scattered clouds
621,Spas-Demensk,RU,54.41,34.02,59.52,82,92,7.52,overcast clouds
622,Staraya Mayna,RU,54.6,48.95,62.6,82,5,6.71,clear sky
623,Edd,ER,13.93,41.69,92.16,55,71,6.93,broken clouds
624,Fethiye,TR,36.62,29.12,77.0,73,0,3.36,clear sky
625,Batagay-Alyta,RU,67.8,130.41,35.89,84,99,8.79,overcast clouds
626,El Limon,VE,10.31,-67.63,79.3,74,22,3.51,light rain
627,Sioux Lookout,CA,50.1,-91.92,77.0,69,75,5.82,broken clouds
628,Kiama,AU,-34.68,150.87,48.99,63,0,8.99,clear sky
629,Praya,CV,14.92,-23.51,82.4,69,75,6.93,broken clouds
630,Wenling,CN,28.37,121.36,84.0,81,0,5.46,clear sky
631,Whitehorse,CA,60.72,-135.05,59.0,82,75,3.36,broken clouds
632,Magdalena,PH,14.2,121.43,80.6,88,100,5.82,overcast clouds
633,Standerton,ZA,-26.93,29.24,48.0,58,0,3.18,clear sky
634,Sakakah,SA,29.97,40.21,89.6,21,0,8.05,clear sky
635,Bahia Honda,CU,22.9,-83.16,90.12,65,70,4.63,broken clouds
636,Talara,PE,-4.58,-81.27,64.98,76,1,15.75,clear sky
637,Matagami,CA,49.75,-77.63,68.0,45,1,5.82,clear sky
638,Rehoboth,NA,-23.32,17.08,53.53,39,0,4.27,clear sky
639,Pochutla,MX,15.74,-96.47,82.99,74,90,3.47,overcast clouds
640,Beloha,MG,-25.17,45.05,65.98,84,0,4.7,clear sky
641,Remedios,CU,22.49,-79.55,89.6,66,40,16.11,scattered clouds
642,Roma,US,43.21,-75.46,87.8,43,1,8.05,clear sky
643,Emerald,AU,-23.53,148.17,46.4,42,2,5.82,clear sky
644,Aleysk,RU,52.49,82.78,55.17,72,83,7.83,broken clouds
645,Gorontalo,ID,0.54,123.06,71.13,83,37,2.55,scattered clouds
646,Yuncheng,CN,35.02,110.99,69.93,87,100,15.17,overcast clouds
647,Maitum,PH,6.04,124.5,77.81,78,22,4.21,few clouds
648,Flin Flon,CA,54.77,-101.86,71.6,43,75,10.29,broken clouds
649,Dzhebariki-Khaya,RU,62.22,135.8,43.57,61,92,1.32,overcast clouds
650,Garmsar,IR,35.22,52.34,73.17,47,0,9.37,clear sky
651,Opotiki,NZ,-38.08,177.28,55.99,92,93,1.01,light rain
652,Axim,GH,4.87,-2.24,74.17,88,15,7.96,few clouds
653,Sarkand,KZ,45.41,79.92,66.09,32,96,6.22,overcast clouds
654,Tarauaca,BR,-8.16,-70.77,85.28,42,16,1.9,few clouds
655,Malakal,SS,9.53,31.66,72.99,91,97,4.23,overcast clouds
656,Santa Isabel,BR,-23.32,-46.22,64.4,63,27,10.29,scattered clouds
657,Batouri,CM,4.43,14.37,67.51,97,100,4.09,light rain
658,Port Blair,IN,11.67,92.75,81.28,82,99,8.63,overcast clouds
659,Russellville,US,35.28,-93.13,91.4,43,1,9.17,clear sky
660,Buraydah,SA,26.33,43.98,95.0,21,0,5.82,clear sky
661,Buena Vista,US,43.42,-83.9,87.8,45,1,5.82,clear sky
662,Stornoway,GB,58.21,-6.39,48.99,87,78,3.36,broken clouds
663,Padang,ID,-0.95,100.35,78.31,72,98,4.32,overcast clouds
664,Clearwater,US,27.97,-82.8,89.6,74,40,11.21,moderate rain
665,Los Llanos De Aridane,ES,28.66,-17.92,75.99,78,12,17.22,few clouds
666,Kahului,US,20.89,-156.47,89.6,46,20,25.28,few clouds
667,Nome,US,64.5,-165.41,51.8,93,90,6.93,light rain
668,Tolbazy,RU,54.02,55.88,50.0,93,0,4.47,mist
669,Maputo,MZ,-25.97,32.59,68.0,88,0,11.41,clear sky
670,Maldonado,UY,-34.67,-54.92,66.2,45,0,5.82,clear sky
671,Cap-Aux-Meules,CA,47.38,-61.86,69.8,46,75,3.36,broken clouds
672,Sistranda,NO,63.73,8.83,48.2,81,40,13.87,shower rain
673,Lakatoro,VU,-16.1,167.42,77.0,100,75,6.58,broken clouds
674,Mizdah,LY,31.45,12.98,73.96,58,0,4.38,clear sky
675,Coxim,BR,-18.51,-54.76,88.38,28,0,3.18,clear sky
676,Warrington,GB,53.39,-2.58,60.8,77,75,6.93,broken clouds
677,Aquiraz,BR,-3.9,-38.39,80.6,69,92,14.99,overcast clouds
678,Khasan,RU,42.43,130.64,67.71,96,100,1.52,overcast clouds
679,Puerto Morazan,NI,12.85,-87.17,80.6,88,40,4.7,moderate rain
680,Yumen,CN,40.28,97.2,64.96,28,26,5.23,scattered clouds
681,Mananjary,MG,-21.22,48.33,64.78,89,8,4.27,clear sky
682,La Ronge,CA,55.1,-105.28,66.2,55,75,17.22,broken clouds
683,College,US,64.86,-147.8,66.0,63,75,1.5,broken clouds
684,Grand Gaube,MU,-20.01,57.66,69.01,80,24,5.99,few clouds
685,Bintulu,MY,3.17,113.03,75.2,94,40,3.36,light rain
686,Tevriz,RU,57.51,72.4,48.0,98,18,5.08,few clouds
687,Anuling,PH,6.04,121.01,77.5,88,16,4.14,few clouds
688,Santiago Del Estero,AR,-27.8,-64.26,76.87,23,100,14.07,overcast clouds
